r15,alphaApp15
6.282194164720156,5.064509460256784
8.973444491589103,7.39032560731202
7.771531476524964,3.7613454033804627
2.3272991090069537,4.901990070925297
3.0686445577720196,41.598357243699596
8.73944357496903,9.933266194239572
0.15207386215353402,8.087987581847248
8.221949057805558,25.159419167618193
7.9830166503577376,2.97256141207638
4.727876683624398,18.84770399494708
3.096990701243011,22.433576674988874
2.8536293036766485,4.700166526405917
2.6206602218992927,14.75484367935568
4.501804665179375,19.607661691042914
5.089982281094158,21.502815080912356
5.57408881201673,11.569558287144647
9.945497803166143,2.7398938730369813
7.939426381024018,2.967409296192282
6.253352579173098,32.70636315973813
9.880815860573842,17.11123254714599
2.2294030255500736,40.16779408269379
1.6844970148540828,10.017868951652952
6.158016686260274,16.6629411840473
0.5345864587380815,2.3727190248385797
0.45287795707086587,13.007160856334766
5.192250432483852,5.531320470843369
4.710777590467109,8.273679958396048
9.17078927687731,3.126040922639014
6.323047656916093,23.33607798858598
5.184623524869192,8.992148531661563
5.014078276041757,7.4747903667427815
2.547922578850302,7.625190856531395
0.21664291261538296,2.2689586162678084
2.002857204014722,27.472581739984285
6.94419767552139,7.420023123251903
2.0840005002313826,5.387523699684711
3.7547141118558245,5.224735440129066
0.1369316538950312,17.204751809482183
8.309172047739263,6.873231744413018
1.6276200916976404,4.426103758706528
2.7465571221358385,34.890541348786165
8.806485002870396,7.608728026291842
5.141831109598705,3.9649440427337157
8.478315936558447,14.492642912279473
6.426802781061585,15.410995258961323
7.4361146694087665,6.557916900114082
1.0048915340735216,4.647305558023195
5.4519123934134734,47.426557602655876
5.121867417010461,5.0099790359002485
8.71754643549259,6.080858257985775
3.6729015436500188,29.87225307855238
6.016040424679337,5.7917671846420475
0.6859987427970308,4.9477182357047
3.9336785129851073,22.04329568187226
3.294829464493664,8.708889309601625
1.585475320506769,10.899756733396298
8.173583846770658,6.2649330881557725
3.8527226366325906,17.245249700539045
9.779816576826983,3.1166868531342864
5.9350178438749355,18.698608111972078
6.084006350377229,4.195482576212081
6.409786183996606,5.122877837638245
6.790092911308476,2.309656742834815
1.5912935095751666,19.352941885875616
4.454700190491175,17.923043600627707
2.469287582493986,22.3073061491103
4.080708168248378,5.04709075344737
1.0564034889849643,3.7478972620059485
9.671819424872844,17.72936222307481
2.226389929449654,6.389477004887732
6.743757458225608,16.692851123520533
3.0711546058280055,6.381358453356561
8.744621788618598,6.725186382263872
6.649303762167308,2.269603448732326
