R_kpc,Vc_kms,e_Vc,lon_deg,lat_deg,source
19.800989116787157,227.90630973216244,11.258432873769863,294.6662604916062,11.65053350564667,synthetic_gaia
12.094204114297204,223.66502533147914,8.577316754157348,247.73320855474395,19.15195784541713,synthetic_gaia
21.747752157961795,207.70998928982647,5.6867798554917,10.981827608630104,-0.4104073506671665,synthetic_gaia
18.03946466836537,214.89052509162138,13.561581624921681,120.81522579661828,-4.58470324269552,synthetic_gaia
4.166079001415939,239.50433551452608,6.918942721254075,168.01605212633177,6.524769031976907,synthetic_gaia
24.439314087645386,217.71915399862252,5.330592005451146,129.82229653925333,-0.29458443742564605,synthetic_gaia
19.50621314577812,219.05499369256313,10.727041359331936,42.270079755028725,-16.232688243467795,synthetic_gaia
20.079479021369938,230.66362707882496,5.8328922038460105,74.64466242180254,-9.790169798808918,synthetic_gaia
4.946613551537555,238.23416625773064,5.957618518598342,8.842102167647713,-4.446540101220463,synthetic_gaia
12.358876571598044,227.39794575235015,13.003770314825251,33.50777808692262,3.722798917150439,synthetic_gaia
10.528354557349369,226.95276294633678,9.916095893179955,95.86804238083612,0.14005076814702289,synthetic_gaia
23.315594743517842,219.76724722123572,7.41508452247143,295.189295628863,3.155540699806738,synthetic_gaia
16.808897761855285,225.6302528907778,8.486264233595188,189.5895035773921,-22.872419749258828,synthetic_gaia
20.923517105229088,229.92303821582988,12.292409788431716,152.81924064879817,9.978266161273936,synthetic_gaia
12.198526573028616,229.48825801304324,5.663541447566018,238.37865982507765,0.051238260127684385,synthetic_gaia
7.226490601049869,234.11358853953953,6.164806159332099,194.9438017170019,38.290635812252305,synthetic_gaia
14.7554501013642,231.62419423199822,11.162620349905696,47.34501363202544,-5.814515552646195,synthetic_gaia
3.4677968903960323,226.98424693838038,11.069717344671073,80.14441097670824,4.851877426640585,synthetic_gaia
21.035516955829387,225.62711136497686,14.724621845353719,80.10804995661874,42.43828743312753,synthetic_gaia
16.528281179807493,223.19698048931227,8.745494812554497,215.98290454044317,2.9113744425476824,synthetic_gaia
19.436018021963598,210.27201275740893,5.650776271775158,166.1847718281647,-1.0144580891402508,synthetic_gaia
10.154097266986973,218.01284149820407,10.37537434849628,139.53062252190733,-14.803828421259771,synthetic_gaia
24.326054561082774,214.70562784172984,11.383468117617904,200.39010223744367,22.923995508134773,synthetic_gaia
22.541785790410547,223.5675000239563,6.3960278578624905,349.2416828817206,-17.386523792648553,synthetic_gaia
19.902820432696522,223.12973505626616,10.528619735351967,113.10964418011564,6.4068137527218285,synthetic_gaia
6.476690280595254,231.87390211050626,6.977671216582646,187.2703561080662,-7.1033298196257215,synthetic_gaia
12.734583085721786,236.79560298485734,13.447300578810683,172.93320563188163,-2.840043938670334,synthetic_gaia
3.007486613106262,226.7748727925095,13.351614957838297,257.9914914285041,-21.35898402915087,synthetic_gaia
5.5486583175536,231.3949217806104,9.296290959984418,262.9044964738498,20.146908326008425,synthetic_gaia
17.710125924576456,225.4533489112088,14.66743190512804,262.4654597086946,-4.166959588774149,synthetic_gaia
19.129529585879794,219.36267842613344,14.797738744497416,72.54704877794813,-18.2263448833955,synthetic_gaia
24.25272384598683,219.98368132167292,6.292510889476195,161.67352909002759,18.79035895560137,synthetic_gaia
9.493983237177495,221.06651380634233,8.677138048324675,292.0228887704895,-7.562052195559554,synthetic_gaia
10.520573238801985,235.4741728121239,11.003214700466446,137.35086139463175,5.019109375960818,synthetic_gaia
12.799783659343582,223.59206245025808,5.848378095814444,354.3318422243744,12.62124573201549,synthetic_gaia
6.357841258938571,241.1833500370559,8.82655503814137,131.3232270451917,7.1105149586148,synthetic_gaia
4.988194622715848,231.72000674121531,7.6117208401659076,179.16005784310855,-32.94953325748553,synthetic_gaia
12.941213303196475,232.0520095124981,14.520502209667042,170.82921412891687,10.430350514666808,synthetic_gaia
7.2189150281703345,230.22166376243777,9.115858228314705,156.1189688889273,-1.509206439976923,synthetic_gaia
17.405721877697736,223.96770466513627,12.626708585475125,304.42729259506376,-4.93543045204999,synthetic_gaia
