logM,delta_mass_std,slope_tail
10.984983789503284,0.777337576061744,0.10491731393143912
10.12097318662113,0.43476607446661863,-0.08248402240716915
9.283400004184546,-0.37615607123009925,-0.0006710416094871524
11.240368834047079,-0.13382296451604114,0.1468014207326866
9.787381547768595,-1.3748958083699818,0.27329680541600443
11.810439451601338,-0.23817374397466523,0.19131422083366595
9.722911725017054,-0.2663874900089551,-0.243693426289715
9.368273797234458,0.23216988962625595,0.14565500935453898
11.493338016374718,-0.555327218819016,0.1108050359848867
9.459852949873483,0.471538522545139,0.16208354280590398
9.537804924473217,1.0127158178198286,0.3424314522476811
10.79814837456253,0.15542932766846604,-0.2094857415207114
11.623686122512392,0.35175640839920347,0.011334486221334164
9.58930399714372,0.053155347577867364,0.18863594841900322
9.930971018700284,8.439309141418043e-05,-0.13723915991809132
11.332214514723532,-0.7215580335428474,0.32139235720802634
11.915479278182902,0.316494261673308,0.15525349190509877
10.502223558607026,-0.09728659841348947,0.2269875978765106
9.431692507653752,2.093168308930595,0.014358450771730827
9.041808863124604,1.5733549024752425,0.2220645534949316
9.688968089996566,0.3858465525565008,0.2602707333983557
9.395466653359563,-0.7630572096947675,0.13493170302057525
11.032976020838571,-1.112411471983418,0.13516013390480439
9.365497513885593,1.191142953088865,0.14055148589225888
10.518989794861898,0.2627492251471385,-0.02950178971090725
11.08278730692866,0.4801434033916108,0.07787069796394706
10.743349827662707,-1.7445859869741926,0.07712162013214618
9.599326954980173,0.9274384815581808,0.15750907965302427
11.412373578546788,0.45442033821436295,0.24997363703654418
11.146221388847405,-1.110430684414478,-0.0587804122967614
11.216952011746624,-0.47152480744994896,0.08124864545206337
9.39317325467194,0.2637172043565196,0.322218332148846
9.371261410951034,0.05246679835624363,-0.01153823432188461
11.782687653019522,-0.292171185803555,-0.02333750259354804
10.192734581474822,-0.10348826806596086,0.13034592877467904
9.902846075342818,-0.25197737820688537,0.226657778572798
10.4657521360546,0.15256251210246857,0.10171390833409891
10.988592638290747,1.471491972993157,0.2993440885655484
11.866869771140909,-2.5666584409312976,0.22851909738497903
9.859338680646164,-0.23685026450968424,0.22627301003350928
11.774425287936081,0.17651242137244696,0.183117475198614
9.07457847415877,0.2959939896870995,0.4491479650519128
10.665594126980475,-0.37191458132128985,0.06922574667009337
10.901925335043256,-1.7567217824785826,-0.20052834380997706
9.31769221125226,0.32799548371410964,0.34063815422757115
9.421018791191738,1.727350214164185,0.03134508535647616
10.25734295794891,-1.5338614049161376,0.11618206665145496
11.898695736429545,0.8638280136981883,0.296432602729079
10.788127659703118,-0.3285252231228939,-0.14033893115883878
11.799069664800633,-0.0613243458288473,-0.08774708211592092
11.413082746838912,-1.052898510703949,-0.14019169056782804
10.402144804665875,-0.33445617235587666,-0.01912044350381356
11.354290347756562,1.3000445946989585,0.16594549090254904
9.053510351930964,0.582655241987707,0.17862817642191564
9.327431990297205,1.732311605409944,0.14144112689928307
11.488285844648209,1.1774118889776937,-0.11191488258385496
11.390451264975486,0.4390866789295762,-0.24651551549489661
9.697922225899301,1.743934526167792,0.10815303780855734
10.59230877179716,0.43899315873829875,0.02923359495424964
10.818047462100033,0.8279881767970589,0.16890786575749178
11.603216861328033,-0.29657095353470836,0.20529304393319053
10.809321472016176,0.06654581585920483,0.1207362148088023
10.237714707821041,-0.6974238233002769,0.21401996280637808
10.122552130221548,0.989583934594853,0.13438170611726027
10.27764625912053,-1.1783036231148656,0.17950970584022002
10.955793076739923,0.7823503424176613,-0.005700989430482348
11.602471895256976,-0.19065105750515945,0.07305828792528123
10.3616906462289,1.1712470934673194,0.1295164144985436
9.743518688854074,0.7508689887312598,0.22307927131261282
9.709987088992744,1.8206461576468016,0.04093882416631419
11.238042840730339,0.7307746911386448,0.17817508835981688
11.449706290271731,-1.5720402556532407,0.060124181212693154
9.315834239562374,-0.06695317289820084,0.08236867490078045
9.199676570865535,-1.172007192594816,0.22442785630361095
10.783300991269355,-0.5182798423662747,-0.19895905565812336
9.438519732578095,1.5112284332767216,-0.09447084921121413
11.473992571369024,0.637533810897696,-0.12232780961642309
9.931004021772223,-0.6989304285787463,-0.2500424179772457
9.431615798913429,-1.013717366440399,-0.0017396660232765065
