Name,L36,Mgas,BulgeFlag
UGC10000,32.31781451644984,2.242044402474421,1
UGC10001,0.566673577913207,2.1374562706359876,0
UGC10002,11.096126205714151,1.3542289437812536,1
UGC10003,0.35769292651568396,0.6348055841521012,1
UGC10004,0.6271037888875796,4.233517262828989,1
UGC10005,6.511965808508269,1.9782671316093083,0
UGC10006,111.74459575822728,0.38043650675097596,1
UGC10007,6.2266518756935,3.1674611566111803,0
UGC10008,2.6460936906896806,3.0325382386329096,0
UGC10009,4.907046836654475,1.4466427486998286,1
UGC10010,105.58716241144012,1.3757078627347255,0
UGC10011,0.36066370806303844,0.9108900121506976,0
UGC10012,4.811948246649922,0.7424325958284773,0
UGC10013,228.8846008500684,0.9015267007795389,0
UGC10014,1.842132196203537,3.164842968878288,0
UGC10015,5.86679614092601,3.1363757772523213,1
UGC10016,120.89349159169002,4.133310588755464,0
UGC10017,0.42906719271866695,2.0661983245119555,0
UGC10018,4.160847155073671,2.8688817620904574,0
UGC10019,41.163753525507715,2.4663981084117412,0
UGC10020,1.4011525626354,3.751498829626953,0
UGC10021,0.3527091012841379,2.438283103086331,0
UGC10022,37.25682685941158,4.916637140525944,0
UGC10023,11.729283889168897,1.0237981459833854,0
UGC10024,1.0171947784411608,1.1376836009849207,0
UGC10025,1.4853780325250219,1.505772826460929,0
UGC10026,43.1635804712547,0.6037087111092723,0
UGC10027,190.55110178301393,1.3636806448241916,0
UGC10028,10.28470217039465,0.5444386538408462,0
UGC10029,5.52754853703042,0.3080439688576816,0
UGC10030,156.72062386931972,1.3412072434576545,0
UGC10031,0.40671537197035657,2.825332454309168,0
UGC10032,0.5022662995719351,2.076040556358686,0
UGC10033,3.0857173232811665,4.666527409226982,0
UGC10034,224.64088913766255,4.162837402694176,0
UGC10035,5.4151380303460135,3.3702447516841074,0
UGC10036,79.75012134663821,4.2828882781220505,0
UGC10037,180.85436441136915,0.5925578069418713,0
UGC10038,64.74200568139265,4.9913195574774845,0
UGC10039,72.58107686819096,2.221691254332088,0
UGC10040,0.96191577815901,3.403307074376359,0
UGC10041,90.90419298438418,3.304136610043211,0
UGC10042,1.9989454691677586,4.312433476085737,0
UGC10043,1.148355500178418,4.6947566194262995,0
UGC10044,47.976959105906175,4.33396490663653,0
UGC10045,3.6780105513087182,1.678194970850577,1
UGC10046,3.981646353873276,1.8216134481173942,0
UGC10047,166.56821050790504,4.402155316864252,1
UGC10048,75.69415859755199,3.136601545951658,0
UGC10049,8.325804443911965,0.9054557570297741,0
UGC10050,4.6918004350281945,2.472646219972316,0
UGC10051,3.800126260102612,3.093040297283252,0
UGC10052,299.737873549924,3.796369236785084,1
UGC10053,24.656962681007165,4.705373237215192,1
UGC10054,23.05500491416991,2.1273373924297196,0
UGC10055,10.812294349357435,2.4251974370206653,1
UGC10056,3.4245018832232814,0.542758495836948,0
UGC10057,161.1052750823288,4.002686576589359,1
UGC10058,22.442370636614235,0.45890533222100194,0
UGC10059,26.077542826424427,1.3195106679246071,0
UGC10060,145.5604970011562,1.4873618742988046,1
UGC10061,0.4750573239698953,1.0876033161545215,0
UGC10062,11.64105017534351,1.66851335284408,0
UGC10063,2.5993606565418395,0.983526085376368,0
UGC10064,27.777922402448585,0.2984448644735018,0
UGC10065,5.5131451871220944,3.889558511878572,1
UGC10066,277.83487048465383,3.392877039267976,0
UGC10067,5.315572065058757,4.073403886436405,0
UGC10068,20.679048414928765,2.109145597180529,0
UGC10069,13.234744320493864,2.8066854676290625,0
UGC10070,20.32325337455994,1.7674731539659891,1
UGC10071,47.106440023589734,3.195175089341686,0
UGC10072,8.193083960538273,1.8306203656327085,0
UGC10073,199.17082598241996,2.1266553874351435,0
UGC10074,4.515827475451854,0.11571768435740164,0
UGC10075,2.6171522578668016,1.3803611850184039,0
UGC10076,1.7388752170442638,0.8880491753086417,0
UGC10077,0.9777993238686601,1.2098773514627603,1
UGC10078,0.3720354544233539,1.3490144286325956,0
UGC10079,0.4932271181198905,1.8161279631826428,0
UGC10080,0.5033988418010876,4.496689970912198,1
UGC10081,57.98205221288912,1.9132438266149359,1
UGC10082,1.1205236765076565,4.774493093108712,1
UGC10083,47.940450185176076,3.5557962945444785,1
UGC10084,3.1358303199535946,4.148688284124959,0
UGC10085,7.845368937009437,4.418804651338685,0
UGC10086,7.365838498592657,2.3440089498142864,0
UGC10087,0.9016891655637282,0.672279956089256,1
UGC10088,23.852277983228074,1.8528852095371007,0
UGC10089,3.3505251781559706,0.4249328063427773,0
UGC10090,1.2148300149227127,2.481250568462246,0
UGC10091,75.00054781121428,0.9184872164623034,0
UGC10092,81.93756712970075,3.257430288074586,0
UGC10093,59.835053222738665,3.9866720336150676,0
UGC10094,177.81970302015318,3.0358150451797674,0
UGC10095,135.63993632489888,3.8876774359967534,0
UGC10096,315.1768644000134,1.8105047767003637,0
UGC10097,143.85512518172033,2.8339696151746523,0
UGC10098,1.6985008234674885,0.3154611742924319,0
UGC10099,9.325312105729738,0.2636720690105338,0
