beta_logr15,p_logr15,beta_Pmed_rms,p_Pmed_rms,R2
-6.464721870574083,0.0022058662533489715,5.6359651157156465,0.0072711920227456215,0.17640957837979188
-2.6608973673575136,0.23668216239544404,32.61024777476236,2.952771679956149e-05,0.17818411791247946
-3.3517684708838154,0.1381876341133801,5.482790941700608,0.04914946373025415,0.06345385877433762
-4.759954050658806,0.019936390480909127,9.185983627063113,0.4006680096504691,0.17972609302916487
-6.54974098529392,0.0013041303086424117,6.330420898237369,8.919872781761943e-06,0.19519561837049604
-1.9649805582145885,0.332888849986275,5.269134855378034,0.022221431344297014,0.03984653688631301
-5.040006699836046,0.005884199519437064,-1.94824895260938,0.8641688070884848,0.10906203666630487
-4.98361153016043,0.01473319690948067,6.762528413784824,0.014533603098907937,0.1150859031196263
-3.189880192233797,0.06106991273614303,4.823908704828376,0.0004061072676764677,0.06757464724792794
-5.724901806454014,0.009070239752838124,11.035158697250656,0.01901797448614006,0.15997099801808912
-6.887336917126574,7.375356014577709e-07,5.691400086252235,0.0010696070539919695,0.19589861916102524
-7.783448108577579,0.0007940769611734038,5.693671746224739,0.04693480184435953,0.1862767529812237
-5.536581231376247,0.005929783542160794,7.655658601337755,0.0005108362999060292,0.16348471914843543
-1.8369155898984442,0.326772492914456,8.085178098543784,1.041193783085299e-05,0.10129346429267916
-4.760002582246076,0.003823208177868135,5.9562976101626965,0.00014734319837206194,0.16311989091096568
-5.5125676627363855,0.0019828052940087087,6.799865779472603,4.842153090148458e-05,0.1321669689331325
-2.704814230973459,0.22037788920275003,6.665023861552264,0.0929448700501463,0.04575994320358656
-4.005768855062528,0.07528092341112855,5.863090656990387,0.0056558528977270804,0.07291864831356631
-7.264954453197132,2.2301446853749834e-06,5.151812272721825,0.007365301356974919,0.2926264470879274
-2.4840755686128477,0.2923046255614651,7.735154457723077,0.01213430725508431,0.06721464553065093
-5.9083797917543865,0.0005449970962405821,4.819807005766747,0.0005950494134651155,0.1139285145112724
-5.583614905875728,0.005090989201354787,6.634759962954979,0.00014166631840802313,0.1345234348086657
-2.316188871343683,0.3020638644813771,8.403031002829938,0.45159538270827715,0.04602791518000682
-4.217050288036195,0.045510537062987584,5.866086786723002,6.55249697055178e-05,0.09089587678868138
-2.524919165357424,0.24567162832731226,7.180439438589125,0.00058598116043659,0.07128920176491638
-3.9350364025305518,0.03733139578196413,4.816268537444724,0.00021586649179575738,0.07501607841155689
-4.752142286221614,0.02017198081408434,4.0216620982453275,0.2677055114648801,0.11306281505192328
-2.9094460974935012,0.09761148911153877,-2.187813527468528,0.8523880319534961,0.04706260927847472
-1.4989672619032395,0.46396549807060583,5.535652142370667,0.00548129229069414,0.04700199650659331
-3.7273371373474435,0.07431297996655878,4.40783319481764,0.02423038968272701,0.06494162490120114
-3.9683196237812384,0.018204604608788196,5.019210155128842,0.0003568863173575664,0.13670578620875629
-7.657960719060052,4.1941590569219337e-07,6.774811601796196,0.0021028909514681877,0.2167986939926031
-4.61291475341304,0.01696922898658805,6.354507912080765,3.6358153016394932e-12,0.18724581784446537
-6.251318820113175,0.0009527686066414025,7.726722643505563,0.23138755373238606,0.2220009727121075
-5.355947207232766,0.002676867231200923,3.660676349962965,0.33960518050830946,0.15386169051056808
-2.8063693104318186,0.07256214149762007,6.94476465808307,3.916789344340845e-09,0.14436104655859328
-5.39901232698971,0.012527473924946655,4.6409953181129175,0.0004835075736166365,0.13472246148158806
0.6520628079105466,0.7628482745298526,-0.23503682726638425,0.9418275238208289,0.0016252932664866382
-4.9266430993971015,0.00536203212677007,4.295742103500089,0.08385686981739429,0.1001817359189473
-4.326636532806656,0.04452601829885952,4.07206747434928,0.09206836330524659,0.0663420580367341
-4.307841840766918,0.03804537503861653,3.1257218756023732,0.24366292598747807,0.06811083267498208
-3.4222317508083284,0.07443254981873136,5.945797309410729,0.4490391071270119,0.07746620422982609
-3.574467066185844,0.05282259374230047,3.2877652319081605,0.14166121909164492,0.06465088653107243
-8.86562150709617,1.962257990794204e-09,5.275069426004382,0.0007964557459124242,0.285958318951713
-3.333252659356266,0.15779116661612425,4.302590064533565,0.03208186001063386,0.04904850076305434
-5.120276701960764,0.004684550110980745,3.3999132068802047,0.5333761116289089,0.13653194640280952
-5.175676819405067,0.016196921237741312,4.826753468138611,0.09476040914458476,0.08688495275798036
-3.492514951697426,0.22732420499262673,6.864070131921233,0.000301000377438408,0.08011054146205587
-5.238869052103995,0.008389907717320226,4.630210993882598,0.09967454008852275,0.1320846755172821
