beta_perm,t_perm,R2_perm
-1.5282246173332654,0.377652587590945,0.0687206730179658
-1.2503193167250433,0.28759874009655656,0.06815754027160903
-4.355608832875407,1.362072010769001,0.0808225959106792
2.3198194610414054,0.4929361142301711,0.0708866088644976
0.3750929980049545,0.05253484387929608,0.0671263279798654
7.491403986574051,1.3147964052606698,0.1064509815246022
-1.5137827192120223,0.25166841503534776,0.06868567251540136
-3.3720813546962933,0.5839453550017882,0.07527395112333368
3.0229571763901646,0.5468152063354316,0.07367079748013006
3.2422808597970136,1.4642218240750462,0.07469014277999719
3.435327461433485,1.4271385335840052,0.07558416464424211
-4.699564015550422,1.5359411938779135,0.08310371373120395
-3.9125115990305552,1.0608040777040169,0.07818685954605409
-3.719864875722474,1.3042244516329637,0.0769521094614265
-0.043514944353511595,0.007306505328565695,0.06703005215586111
8.911736446390496,1.130941783063016,0.1231810207011671
3.4409361525003295,1.0479193486726934,0.07548649499007243
2.3909110897312043,0.4135719956425152,0.07118471589325581
-6.901280785029808,2.503429797760366,0.10167054999200553
4.403215435114276,0.5488146942019932,0.08110314284008358
0.17672244269532902,0.037756184526341684,0.06705066609097254
-0.6923580612460026,0.323637469014199,0.06737806459091611
-2.499232237776849,0.40581904052416534,0.07146514638467583
3.928934126699276,1.0389421802013812,0.07747080477693769
4.27398939000407,0.69874922586906,0.0797744415419338
-3.4428097160667472,0.9042155588254077,0.07566069340651338
3.4242421560299,0.7434970884712355,0.07554184466589231
9.716207870826347,1.0214521278928148,0.13561428872882564
0.5978323918379547,0.29045244171650864,0.06728172475104566
-0.2955548334400857,0.07932314852205216,0.06709078090496345
1.2338657128108192,0.14978240696589656,0.06813689358045183
-8.8346562785353,2.0500462812387013,0.12391357436832007
7.273750468125867,0.5762486509148517,0.10518167231178055
2.20568750752422,0.19264598439097727,0.0705732802857939
-5.01619325767556,0.8402172840379128,0.08532927506169363
-1.4531546768256864,0.17534777191325898,0.06846458029871172
-5.062268104835578,1.8672086767526734,0.08546012629903177
-5.364461202259605,1.9964494391889418,0.08761620910154844
-5.505118255416689,1.513304561960723,0.08864223198748011
2.350072369577047,0.26483964192030035,0.07105280410297998
10.174461922909584,1.301066175446025,0.14164961515956043
-0.49603457975933135,0.22118448400209448,0.06720329909273692
8.002687527569142,0.6021303416919753,0.11304238063261596
