logM,power,delta_mass_std
9.074070552738707,22.6375334883398,1.1099696431056998
9.446838842414152,23.383108949373234,1.3567631574639631
9.40903513204573,23.207915587947074,-0.7449829387256415
9.0867114836432,22.950688600562827,-0.6320858228089109
9.22236792789681,23.15347180631347,0.6162353965533128
9.440962631798037,23.91710858254619,-2.32709979694531
9.742906309858082,24.423202681205783,-1.8611936845055561
9.237062076984664,23.50203716763538,-0.28073340085071186
9.829749910124912,24.621671041791128,1.549890566129126
9.545798285739464,24.256840072414505,-0.4357300881667396
9.760421685184618,24.836465598144862,0.10093679173515462
9.472555983336857,23.279126643229738,1.133789272564012
9.499194225422224,22.843913540120187,2.106884733278146
9.61971938937964,24.821044901456375,-0.5768484731483126
9.927970608165824,24.94825588577069,-0.016836723733426057
9.49181258141291,22.872288505784212,1.8220552213428425
9.528657538108291,23.464734096661374,-1.5221992751914284
9.60199696352753,24.390929555003737,1.0275810705538218
9.737515137297725,24.203949427677866,-1.0183155323612583
9.071850335486234,22.42359512905602,0.10247236710315673
9.515687438521972,24.489659526461413,-0.24261904740027426
9.481591589206044,23.180335399823207,-0.9580116007012293
9.92168498423757,24.40513578171651,-0.9831019276582751
9.49350658043634,23.839459688614983,0.2764143642537545
9.468320534694332,23.86602880276277,0.9955393281626821
9.962199988534701,25.15367148850712,-0.1297362031885032
9.450576463600882,24.08206018128668,0.07011315873321637
9.18088443032209,23.05150038614598,0.5711740662910472
9.216916122805788,23.286982276483673,-0.9716187730129598
9.095187538336974,22.608364216184892,0.739692508412923
9.000568129258944,22.53276947476572,0.819343097059747
9.431945661000482,23.633631242528022,2.60362629875041
9.769242581298222,24.530655521155072,-0.3761041905595823
9.733466442799836,24.71993601079097,-0.4580818016681276
9.03214908780285,22.85794556047954,0.7689658715737455
9.569982903594033,23.947065760435173,0.8191041689121383
9.154283125413476,22.48114482106317,-0.535087153376712
9.941076284764698,24.8865263409431,-0.40316267693004887
9.16736499964418,22.904403606662576,0.5411308382180404
9.626639217697482,24.163188834150304,-0.8275842407346614
9.326238362164057,24.418858558980343,-0.4105339880150149
9.641561325964352,23.842016925640262,0.08959276736843465
9.412258596464076,23.74179100072287,0.9959386848222581
9.759643052306394,24.933338664388135,-0.6045986161795408
9.230679125327859,23.12569877036934,-1.842384462030672
9.90579185291426,25.933402191871735,-1.916597467518211
9.500209649313351,23.56150447741764,-1.2594130667061334
9.756093147712853,24.552277480442157,-1.3131677181999373
9.849730191401227,24.224922606056577,-0.15461075861990903
9.998828610954805,24.821309159815364,-1.188880153597605
9.22394566559396,23.184331119183227,-0.7027549598212041
9.286892413563455,23.640383065062505,-0.7740858849820498
9.250433086731888,23.285630133841508,-0.4405078608479934
9.262871332159783,23.786735755066825,1.3225043315231224
9.582444741539378,23.90862919855211,0.6619475894305167
9.993522523145844,24.817722042945107,0.016129415276003874
9.990278087092754,26.32768777137158,-0.4610262805808381
9.526773231362307,24.014051903126784,-0.4332326566230212
9.639027210264674,23.73782725267241,0.3277464699519495
9.859970543701605,24.30279447812998,0.5841690733522902
9.932933458453505,24.360993688868092,-0.9076175061006004
9.203860627329544,23.477936246252256,0.03648075561423148
9.528541728942454,23.639165675909513,-2.031619568663027
9.832837054661512,24.64577387448202,0.21171378417059702
9.30320207663459,23.226250854367343,0.762149241958686
9.439809042480467,23.965268810171636,-0.2800686268808754
9.985621101512008,24.54068070733801,1.8165269961401054
9.985046696720872,24.424830598730672,-0.8812384474360504
9.906106810765182,24.877415680503752,0.21744041530326128
9.798448344828058,24.796600504420095,-0.035824746665955476
9.269130500722806,23.33909240835584,-0.10029766744340833
9.320850074067188,22.897398320619306,-0.11432216800474763
9.547282841204876,24.206949524057887,0.10710503000947168
9.560777374562011,23.53001297285721,0.8479587434636998
9.505502819357067,23.50298772599948,1.3777362362747443
9.636670279916306,23.61969893742976,-0.0022502445041573905
9.408323022632988,24.171386730908484,0.8153160721716332
9.749174157315533,24.689646163802507,-0.7017669462667825
9.333549926478355,23.636371504035324,0.765955452726233
9.330676996946352,23.950298202937105,-0.7619915238269903
9.127225961891828,24.224389528848928,1.0906599360881322
9.18871221002892,22.11716747311722,2.2106408773932396
9.850520878921358,24.25711390686484,-0.12208388797139179
9.446282338580442,23.307618304363846,-2.1925434908074086
9.227867786552833,22.644259655190737,-0.548072933244823
9.759341100022388,23.859561126254114,1.2318751342893033
9.55398112581686,23.735126282514468,0.5530767870252449
9.021156011423294,21.944588170913534,0.24891359867502955
9.316361457336715,23.45842482711049,1.008668355954839
9.17700141112134,22.96835268851766,0.484453439248422
9.655872860982841,24.38019648483893,1.2177251874511363
9.275031040630253,23.44144182739476,0.9194236766469855
9.064946779209944,22.9638703747382,1.5217004527369589
9.054934989197669,22.45063300458223,0.35879608390625434
9.581727297958714,25.01488994621362,0.9052594014939547
9.02172345570409,22.671524197501274,-0.3071270730857854
9.848792113136088,23.690737906527822,-0.6014608115590059
9.155397119257275,22.38730492526008,1.7067676404189733
9.60656633519543,23.146164343474666,0.21620467632268803
9.444688028010745,23.620387384602516,0.804880565862379
9.442851521231903,23.54622619105309,0.12374001441139017
9.071797142360046,22.445280006950387,-0.5865156509199643
9.802752250212215,25.512343681730794,0.010982892582401323
9.893052484753252,25.007122648921587,1.4359940177677142
9.01101666738423,22.890590849183738,0.555240074279424
9.178604175697117,22.480973695271743,-1.711473159730459
9.90390418879548,24.260188026323192,-0.2152444565761547
9.549493612800058,23.892136781548622,1.782293792704712
9.15003957824821,22.96160251544664,-0.21379686184995605
9.20279045260916,22.078820347965667,-1.8004786917341806
9.659986244237114,24.05981209916802,1.8930488854225436
9.724816822246874,24.319078097053936,0.6823925098127926
9.599426808579935,23.890992438564272,-0.0700128588128004
9.953148379912525,24.476175743607975,-0.37141773608206863
9.494063603661777,23.465391418193875,1.0823519297917354
9.300271912142527,23.16225018356992,-0.5419834002261925
9.477232909975797,23.738482286744517,1.1482564245159883
9.359666293666612,23.701561525441814,0.542195285724256
9.224415892674687,23.60146783416215,0.24468192548734993
9.04596324934014,22.467734261586724,0.14551480533559535
9.352212493565125,23.152453135855133,-0.17496803671417813
9.711409347709742,24.497351206041508,1.0456401202092658
9.018437802875194,22.851516965393415,-0.8653428321018342
9.439178513205935,23.38084606638539,-1.6219251268302093
9.644009401449868,24.505220242107754,0.6144401228924746
9.610404109174308,24.51580294351376,0.6312383280671477
9.776648435888715,25.087464322551124,0.4802411525117667
9.810519715659797,25.4154597425094,0.4077283696180388
9.711705820919388,23.846056482968752,-0.32054037833754784
9.10279769614475,22.763943345028128,0.7874827043855253
9.475022444004361,23.693194958320234,-0.04555812675454088
9.603405957487608,23.959478109452768,-0.4871135608151781
9.245566038809452,22.78928363721856,-0.3118913122553999
9.042551817646777,21.863598542501403,2.020639698775832
9.223590320876047,23.10531552520462,-1.7349760820454327
9.45489440173264,23.25305817455764,0.49978810429579884
9.4139303190546,23.577822538010313,-1.6791104276237172
9.17666698132716,22.544645682468474,-0.10823333832297323
9.824415542683493,24.011209683786564,-0.4336274851541877
9.925686668736725,24.93136585203026,-2.085028296679878
9.201348319052716,23.078831561035038,0.389037590433763
9.929572915567222,25.11357327457852,-0.3800380621921959
9.01786095917518,23.637584281146765,-2.099206342561244
9.924962472706945,24.951050947372785,0.8395680907742521
9.951928790080908,25.122362858734334,1.435006177988935
9.012051863015925,21.99134899310615,1.490124342296572
9.763019296776749,23.764094521673684,0.35895644065147114
9.970201572569843,25.716918654811273,0.04605813857711549
9.90590221881778,24.303015657077797,1.328156620895797
9.970710161196212,24.404803367256207,1.6823835853400984
9.550323505697639,23.85625930363582,1.133568702875625
9.078156139885388,22.650294143024777,-0.9415376022298011
9.849789197805036,24.173219741290943,0.2013448532149219
9.613828255809011,23.882084030165977,0.4395161442914286
9.614736744188288,24.651529719295777,-1.8096169689172292
9.417253609858687,23.14013722023082,0.4693606596207741
9.571841976521108,23.232768699119685,2.272991825979389
9.153579779086115,23.355246258165185,0.6399361658007914
9.73977002656615,24.59557352238439,1.4734130814417563
9.075017307351542,22.377283958054527,0.18291473012870507
9.729780767043792,23.53336840954602,-0.07321832398382148
9.848978422624853,24.25013437834285,0.3812713900809755
9.472468677564489,23.65381947548659,-0.8158266479844326
9.509830366057049,24.35741196008453,-0.9637751872343886
9.312214272922079,22.76224469487037,1.2663045571693656
9.969458583725588,24.881386518558234,1.3723423428665182
9.733124474559546,24.670383516346313,-0.9911063155873504
9.368988553300344,22.231837713189897,0.9679988045538644
9.174807386233006,23.453911549551965,-0.08695997560602091
9.219579592202091,22.457723694402013,0.33980857449043056
9.46392228611005,23.82580346200359,0.4602186394350634
9.942568400314338,24.979762575591216,0.9943504681243184
9.734146345760918,24.877659060134217,0.08271820186318887
9.21524374817915,23.313571560894644,1.410161995301936
9.859561133418898,23.460257587682257,0.30941283975992473
9.378200523009681,23.05311168394621,0.6241842724695326
9.85172218275252,24.69840802155794,-0.8332625915372465
9.241699597981132,23.006759051892935,2.158659010704834
9.618660611936317,24.28545689471918,0.4698249232049664
9.926670488081282,25.21135949803806,0.7129974253450992
9.257894009147794,23.448960891084322,-1.6081858112115415
9.692926590585856,24.125179005187405,-0.822702023079101
9.987312619957144,24.04511304433262,1.2378836879187305
9.150598287243003,22.648755093680098,0.2868911182926047
9.088402290700675,22.929189800821163,-1.913779734828926
9.674195192444817,23.640264354836802,1.038289928983819
9.33973594774903,23.664977234433366,-0.5437828043527234
9.07124447736659,23.13230784205013,1.411316985876712
9.475305617883604,23.751697532856934,-0.08783567860369966
9.753770679643956,22.852536765953694,0.20470668602052994
9.285122400415188,22.57376181968207,1.1789545785916484
9.335046877505135,24.280711773040878,-0.8974929708546623
9.845699400646971,24.34097960510324,-0.9928468078339396
9.520071912261487,22.80810816908922,-0.19649842039810733
9.842731968806472,25.224453616171317,0.8271727996212221
9.446389492143709,23.622651526131108,-1.3308772526134907
9.952975161560104,25.434908148379122,-1.6680345998890966
9.650794589717737,24.265465811904022,0.8237209270437923
9.115898865319249,23.019026731404207,-0.6029783125670037
9.8850929882268,24.89423709442426,-0.3922260129202831
9.489265190830798,24.071907133037495,-1.8568104019401659
9.141638967972906,23.992812644210314,-0.6789793143519821
9.152690133841421,23.367228502583146,-0.007567296631150636
9.687533935109872,23.42866517885191,0.9303778576228922
9.04737250672949,22.841762024463176,-0.7712301662346388
9.286593764913814,23.787224796336144,1.6573761202324966
9.139787590469869,23.45081937944274,-0.6845560241798007
9.441077429617284,23.389391082513658,-0.6830918015851747
9.414353771994362,24.11835665257997,1.5373575518978022
9.521876434688856,24.268562286497744,0.21146015236391716
9.27963632910253,24.48534954124119,-0.5520247290115766
9.032043589378176,22.205108105321184,-0.15513313118059344
9.614386106535186,23.78226497813775,1.3530735775420593
9.37371800288235,23.281235482975898,1.4662028196256818
9.651334998740046,23.883226421830727,-0.816793179270256
9.108666970804268,22.32665705212887,-0.042433810079108215
9.01377735529405,21.153105635398255,0.09015682766757308
9.248294247885292,22.903385882851662,-0.9862401105165975
9.456547322994052,23.826047337335083,-0.05568505264999431
9.394071974168467,23.238569012668215,0.005322860451700487
9.810302555273466,25.49344697994822,1.1402094789367356
9.377837644192823,23.45128201683999,1.207425028311201
9.530441179603079,24.471617476599764,-0.32920939835900803
9.593515592442191,24.11449918747046,-0.21395314386081168
9.021831391645811,22.967782134061157,0.6642923020556356
9.515133376846189,23.92745421908225,-0.5851884489270115
9.344831259398838,24.046470464448877,0.5886401517374027
9.421280127683255,23.581169994274337,-0.08790648736921473
9.10028739849525,22.998778850282523,-0.9693985777386207
9.782820565648645,24.640217880946636,-0.9568367128796466
9.942404250808522,24.711867897957646,1.447058696031102
9.0222688206296,22.758163211036337,-0.1564214791432986
9.601372762811348,25.12062503012721,1.640354093898311
9.763844067288359,24.274411697173175,-0.5136362607149101
9.284807588649889,23.421751418051347,0.2912052011314934
9.787555584863217,25.097778437592762,2.3926767230182415
9.632355050766302,24.651014267387893,-1.0573867446632792
9.929162632271069,24.828764789537356,-1.8978144998997766
9.981004811353772,23.76081767690575,1.2865901312872332
9.042346113998704,22.864216694320994,-0.8268091053930736
9.444937761027006,22.50260727325599,-0.020706364106233777
9.546987787578217,24.60243808441616,-0.5859182104515849
9.146743233207653,22.951595018615762,0.2681627809553161
9.33628583042736,23.840551586004395,-0.9505362071857422
9.987647447756462,24.51806305030063,-0.1799400878833061
9.016230456342472,21.76432240420615,0.4498153265565342
9.452507931524384,23.76164702088154,-1.008308886274262
9.842654621718196,24.589834834317422,-0.7000840296458889
9.32390126271929,23.06398274371964,-0.3473828335985318
9.479798502755154,23.741826897254263,-1.4288154342262782
9.97804574578798,26.32883231048608,-0.4225609827987464
9.474876836475705,24.104454864873787,0.11879653990290184
9.1309213121465,23.35205258329791,-0.39954894158842846
9.051721491666392,23.051272174942657,-0.27137649293172456
9.945416572439948,25.603272503025966,-0.019901670906585355
9.265809413275065,23.06948769673729,-0.655743462432314
9.50406390656455,22.73277911257373,0.6910625658668772
9.09070176608997,22.632461348721918,1.4359781248017758
9.423655120550604,23.965005656374764,-0.46438039219544847
9.930105519250125,24.340363600567777,0.4851982314777071
9.502412993630939,23.667849508832685,-0.23961715543464693
9.971135151802327,24.581953008004664,0.3654873450385047
9.2588356372374,23.898103719015065,1.5657795312032543
9.504545239703937,24.136091606963124,0.5086595430180988
9.859530791809325,24.974597289845292,-1.7734145388096807
9.448252354553745,23.931431542944846,0.4539956314469589
9.27948737357019,23.18009380764941,1.2328637433090093
9.85547536341788,24.737466549808452,-0.2215961699981027
9.389889468872608,22.882131381915364,0.9956348061178324
9.530723291060234,22.7335872382753,-0.690115541151946
9.976527066415146,25.016358231210376,-1.4855391595222738
9.186483294755863,23.12820336502573,0.14116901883264016
9.301400636720185,23.858133876013152,-1.7564767207463141
9.03106960006984,23.363341908215784,-0.23977101289359176
9.391837709910053,24.264593517274605,1.286842262645503
9.20018343058486,22.501446779815208,-1.9097629057462808
9.68003493540789,24.023954821044843,-1.2794967959138979
