1.494 100.25 8.74 4.256 23.592 2.736 12.56 0.61
1.935 118.47 9.38 3.32 21.26 1.576 81.68 1.65
2.142 117.15 7.35 2.625 19.412 1.217 69.85 5.21
2.614 111.8 8.03 2.154 17.123 0.675 78.33 4.35
2.679 119.38 6.9 2.098 16.83 0.622 10.29 4.14
3.009 115.86 7.6 1.921 15.158 0.411 75.44 0.6
3.13 111.7 5.22 1.959 14.508 0.354 10.11 2.7
3.596 118.87 8.32 1.19 12.648 0.198 64.4 2.44
8.186 113.87 4.65 0.0 3.691 0.001 27.35 6.24
8.315 108.03 5.78 0.0 3.489 0.001 18.84 9.83
12.182 111.43 6.93 0.121 0.63 0.0 65.92 1.42
12.19 106.34 6.98 0.267 0.622 0.0 45.15 3.89
17.973 107.58 5.7 0.076 0.01 0.0 46.82 4.78
18.734 114.36 3.44 0.0 0.037 0.0 68.44 3.39
18.959 104.71 4.14 0.0 0.213 0.0 56.84 1.84
23.946 117.34 9.93 0.105 0.01 0.0 76.7 1.09
