1.483 214.3 8.81 7.969 36.778 3.056 30.86 5.96
1.535 230.61 3.64 8.306 35.198 2.862 48.0 7.27
1.858 235.86 8.0 6.832 33.709 1.911 61.09 5.92
2.037 224.43 8.45 6.325 30.579 1.529 70.68 3.16
2.054 230.23 9.98 6.172 30.715 1.495 45.75 9.95
3.887 224.04 8.71 2.359 17.813 0.151 27.19 3.57
4.084 234.41 9.55 2.088 17.366 0.118 48.62 9.88
4.151 223.91 9.73 1.928 17.582 0.109 50.78 2.42
8.571 227.01 4.01 0.238 4.974 0.0 71.65 2.35
9.424 235.1 9.49 0.0 4.214 0.0 94.84 8.06
10.081 232.58 3.22 0.012 3.407 0.0 96.1 3.14
13.835 226.32 7.75 0.01 0.222 0.0 96.71 0.19
21.147 234.08 8.95 0.0 0.448 0.0 51.62 3.89
21.631 231.1 5.79 0.0 0.01 0.0 28.97 9.77
22.614 233.22 9.0 0.081 0.334 0.0 58.4 0.35
24.377 235.58 7.69 0.121 0.01 0.0 39.85 3.63
24.91 236.07 7.56 0.062 0.716 0.0 53.52 5.23
