1.038 295.25 8.68 14.84 37.699 5.424 30.57 1.38
1.413 294.77 3.93 12.204 33.582 3.395 67.76 0.22
1.767 307.71 5.94 10.313 30.515 2.182 10.32 4.76
2.544 297.98 4.68 6.818 23.707 0.826 60.82 2.46
2.715 291.67 7.75 6.117 23.394 0.667 19.44 1.82
3.81 295.79 6.63 3.843 16.127 0.17 38.4 3.06
3.904 294.83 8.1 3.461 16.622 0.151 31.29 0.55
3.993 296.66 8.79 3.734 15.535 0.135 25.12 9.78
7.255 297.28 4.76 0.484 6.646 0.002 45.7 9.89
9.139 291.37 5.55 0.528 4.023 0.0 49.66 4.66
10.178 291.09 5.18 0.0 2.554 0.0 62.03 8.18
21.574 308.94 7.56 0.089 0.63 0.0 59.62 2.68
23.446 291.98 6.36 0.0 0.569 0.0 88.37 2.46
23.544 289.32 3.86 0.305 0.01 0.0 96.83 6.26
23.768 298.17 7.81 0.0 0.656 0.0 75.47 4.62
