1.857 65.48 9.08 3.626 40.186 1.365 88.31 1.83
2.561 64.39 4.89 2.756 33.144 0.566 65.24 9.36
2.818 64.58 5.8 2.638 31.552 0.41 59.31 4.97
2.822 72.69 3.34 2.419 31.4 0.408 91.34 4.25
3.417 66.46 3.32 1.659 25.347 0.194 78.21 6.33
4.022 72.29 3.88 1.449 21.594 0.091 47.88 4.0
7.786 77.3 3.93 0.0 8.07 0.001 12.23 2.08
9.596 74.03 5.96 0.092 4.114 0.0 33.85 9.99
11.185 55.78 9.69 0.16 2.459 0.0 46.87 2.04
13.004 77.17 5.57 0.0 2.577 0.0 51.6 6.18
20.276 72.76 4.38 0.0 0.621 0.0 80.44 9.34
20.5 66.25 6.44 0.043 1.374 0.0 33.98 0.17
23.975 71.43 3.81 0.166 0.433 0.0 85.36 7.09
