1.413 224.17 9.82 3.171 39.713 3.245 48.01 3.83
2.23 234.45 4.46 1.743 31.877 1.168 53.24 7.63
2.273 233.39 8.79 2.091 31.542 1.106 72.73 9.55
2.699 231.53 5.97 1.531 28.287 0.65 82.02 3.67
2.864 231.82 4.37 1.294 25.972 0.528 25.0 1.38
3.859 232.18 9.6 1.29 20.031 0.152 50.1 6.89
4.126 224.86 7.85 1.384 19.284 0.109 61.44 2.17
8.172 234.42 8.53 0.256 5.804 0.001 92.12 2.91
8.965 241.2 6.08 0.0 4.505 0.0 96.99 6.19
9.341 224.65 3.48 0.0 4.206 0.0 58.12 7.16
13.153 232.18 8.31 0.087 1.516 0.0 52.12 7.94
17.445 235.82 5.33 0.255 1.278 0.0 36.69 6.24
18.903 233.14 4.6 0.114 0.451 0.0 48.29 1.88
20.486 222.68 5.42 0.0 0.01 0.0 17.52 3.07
22.804 234.22 7.52 0.0 0.133 0.0 84.73 4.58
