upsilon_disk,scm_u_term
0.1,11.629654985049703
0.2,10.549260858182684
0.3,9.6287097168951
0.4,8.812907571176002
0.5,8.072648280670776
0.6,7.390232089585232
0.7,6.7539750724331125
0.7999999999999999,6.155691630115907
0.8999999999999999,5.58939209875407
0.9999999999999999,5.050548939759697
1.0999999999999999,4.5356572088918234
1.2,4.04196078214097
1.3,3.5672805991260508
1.4,3.109914421268885
1.5,2.668600036578884
1.5999999999999999,2.242559829091101
1.7,1.8316988869083035
1.8,1.437190928654477
1.9,1.0632967732177179
2.0,0.7241082629623309
