upsilon_disk,scm_u_term
0.1,11.99808692047705
0.2,10.742748854905384
0.3,9.701127624535408
0.4,8.791227395883388
0.5,7.973069834544272
0.6,7.223598471328275
0.7,6.528094114825228
0.7999999999999999,5.876497075807533
0.8999999999999999,5.261593275899463
0.9999999999999999,4.678030511031092
1.0999999999999999,4.121751436197424
1.2,3.589660735943511
1.3,3.079446467719243
1.4,2.5895377392957166
1.5,2.11925347156505
1.5999999999999999,1.669368835340372
1.7,1.2439289873409847
1.8,0.8568405744746237
1.9,0.5599859009511836
2.0,0.5060992891238411
