upsilon_disk,scm_u_term
0.1,13.16603191998169
0.2,11.520577935836005
0.3,10.198201018282228
0.4,9.061160267556827
0.5,8.048501501669714
0.6,7.1269014119200715
0.7,6.275834045036309
0.7999999999999999,5.481665122364947
0.8999999999999999,4.734896159671736
0.9999999999999999,4.028764194521599
1.0999999999999999,3.358550751600198
1.2,2.7214141647735812
1.3,2.1169469260723957
1.4,1.549632951292017
1.5,1.0387932755146916
1.5999999999999999,0.6647142086251941
1.7,0.6540467642169696
1.8,0.9918788375540936
1.9,1.4366797967978961
2.0,1.9048289483819467
