upsilon_disk,scm_u_term
0.1,11.572079222937681
0.2,10.516598678205648
0.3,9.615278434036586
0.4,8.815522369738085
0.5,8.089241731560952
0.6,7.419337594996876
0.7,6.794488264992279
0.7999999999999999,6.206744121313697
0.8999999999999999,5.650277794854611
0.9999999999999999,5.1206774912399275
1.0999999999999999,4.614522280046608
1.2,4.129116320776168
1.3,3.662320451771872
1.4,3.212450724200301
1.5,2.7782333652090174
1.5999999999999999,2.3588260218790182
1.7,1.9539525824404
1.8,1.5643004279446564
1.9,1.1926764012682582
2.0,0.8478708565976552
